text_lower,sbc001,sbc002,sbc003,sbc004,sbc005,sbc006,sbc007,sbc008,sbc009,sbc010,sbc011,sbc012,sbc013,sbc014,sbc015,sbc016,sbc017,sbc018,sbc019,sbc020,sbc021,sbc022,sbc023,sbc024,sbc025,sbc026,sbc027,sbc028,sbc029,sbc030,sbc031,sbc032,sbc033,sbc034,sbc035,sbc036,sbc037,sbc038,sbc039,sbc040,sbc041,sbc042,sbc043,sbc044,sbc045,sbc046,sbc047,sbc048,sbc049,sbc050,sbc051,sbc052,sbc053,sbc054,sbc055,sbc056,sbc057,sbc058,sbc059,sbc060,sd,vbar,D,U,Urank
fill,0,0,0,6,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1,0,1.268479226484454,0.4666666666666667,0.6461244376475523,18.091484254131466,679
bunch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,0,2,0,2,0,0,0,0,0,1,0,2,3,0,2,0,1,0,0,0,0,0.8885651482017906,0.4166666666666667,0.7223648104482269,18.059120261205674,680
otherwise,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,1,0,1,0,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,2,1,0.7635776630164264,0.4,0.7514766390065224,18.03543933615654,681
legs,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2,8,0,0,0,1.281771373181405,0.4666666666666667,0.6424162445695378,17.98765484794706,682.5
card,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,1,0,0,1,0,0,0,0,0,0,5,2,0,0,1,0,2,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,2,1.281771373181405,0.4666666666666667,0.6424162445695378,17.98765484794706,682.5
window,0,1,0,0,0,1,0,5,0,0,1,0,0,0,0,0,3,0,0,0,1,1,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,1.0311531584387414,0.43333333333333335,0.6902045228809769,17.9453175949054,684
problems,1,0,0,0,0,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,4,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9074394347192631,0.4166666666666667,0.7164674757108274,17.911686892770685,686
excuse,0,0,0,1,0,1,0,0,0,0,1,0,1,0,4,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,1,3,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9074394347192631,0.4166666666666667,0.7164674757108274,17.911686892770685,686
easier,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,5,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,2,3,0.9074394347192631,0.4166666666666667,0.7164674757108274,17.911686892770685,686
bucks,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,5,0,0,4,1,1.2949270860523732,0.4666666666666667,0.6387461132870069,17.884891172036195,688
likes,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,2,1,0,2,0,0,0,2,1,1,1,0,0.7854611082303012,0.4,0.7443541842542651,17.864500422102363,689
women,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,1,0,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.8176784100219399,0.5333333333333333,0.5562970511610403,17.80150563715329,690
walking,0,0,0,0,0,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,0,0,0,0,0,0,3,0,0,1,0,0,0,1.063519368101815,0.43333333333333335,0.6804805499841786,17.692494299588645,691
present,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,7,0,0,0,0,1,0,0,0,1,3,0,0,0,0,1,0,0,1.1992229122312243,0.45,0.6530543889630328,17.63246850200189,692
thirteen,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,3,1,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,1,1,0,0.9440566391128804,0.4166666666666667,0.7050263061992259,17.625657654980646,693.5
control,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,5,3,0,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.9440566391128804,0.4166666666666667,0.7050263061992259,17.625657654980646,693.5
short,2,2,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,2,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0.6911465950282972,0.38333333333333336,0.7652705499091169,17.60122264790969,695.5
stand,3,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.6911465950282972,0.38333333333333336,0.7652705499091169,17.60122264790969,695.5
changed,0,0,0,0,0,2,0,1,0,0,0,1,0,1,1,0,1,0,3,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0.8274936632457461,0.4,0.7306737528462592,17.53617006831022,697
gives,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,0,0,0,1,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,1.2132740408931053,0.45,0.6489892753218289,17.522710433689383,698
gonna,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0.5812513288970897,0.36666666666666664,0.7936205158674488,17.45965134908387,699
places,0,0,0,1,0,2,0,0,0,0,0,0,0,0,5,2,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,1.0949292472562668,0.43333333333333335,0.6710438931507385,17.447141221919203,700.5
history,0,0,0,0,1,0,0,0,0,0,0,5,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1.0949292472562668,0.43333333333333335,0.6710438931507385,17.447141221919203,700.5
kinds,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,3,0,0.8674920016238512,0.4,0.7176554025600393,17.223729661440945,702
blue,1,0,0,0,0,0,0,0,0,0,0,0,5,1,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0.9964626702026246,0.4166666666666667,0.6886518643198636,17.21629660799659,703
honey,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,25,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,1,0,3.3042944151393203,0.7166666666666667,0.3997453607437119,17.189050511979612,704
california,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,4,0,2,0,0,0,0,1,1,0,0,1,4,0,2,0,0,1.013329244713726,0.4166666666666667,0.68338184599767815,17.084546149941954,705
process,0,0,0,3,0,0,0,0,0,0,0,9,0,1,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2943679508277026,0.5833333333333334,0.48794068872989194,17.07792410554622,706
kidding,0,1,0,0,0,1,0,1,2,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0.8868149062606592,0.4,0.7113663327809084,17.0727919867418,707
group,0,1,1,0,0,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0.761169186891749,0.38333333333333336,0.7414892499645322,17.054252749184243,708.5
spent,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,1,1,0,4,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,2,0.761169186891749,0.38333333333333336,0.7414892499645322,17.054252749184243,708.5
fish,0,0,16,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.706918253462451,0.7666666666666667,0.3705221949827642,17.044020969207153,710
carry,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,5,0,0,0,1,2,1,0,0,2,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1.029919639232516,0.4166666666666667,0.6781981210493337,16.954953026233344,711.5
low,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,5,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,1.029919639232516,0.4166666666666667,0.6781981210493337,16.954953026233344,711.5
they're,0,1,4,2,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,1,1,0.90572566655188,0.4,0.7052114045605749,16.925073709453798,713
ended,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.7831199372753781,0.38333333333333336,0.7340342648662976,16.882788091924844,714
soon,0,1,1,0,0,0,0,1,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,2,0,0.6629841797500676,0.36666666666666664,0.7646003953840652,16.821208698449436,715
wondering,0,2,1,0,0,0,1,0,1,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0.8044719642367519,0.38333333333333336,0.7267826201602078,16.71600026368478,716.5
picked,0,0,0,1,0,1,0,0,0,0,0,0,3,0,1,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,4,0,2,0,0,0,0,0.8044719642367519,0.38333333333333336,0.7267826201602078,16.71600026368478,716.5
especially,1,0,0,1,0,0,1,1,0,0,0,3,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6880743620304537,0.36666666666666664,0.7556918585457184,16.625220888005803,718.5
loved,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0.6880743620304537,0.36666666666666664,0.7556918585457184,16.625220888005803,718.5
choice,0,1,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1,2,0,0,3,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0781601822229727,0.4166666666666667,0.6631252000324109,16.578130000810273,720
body,0,0,1,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,4,0,0,0,0,1,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.8252717408997376,0.38333333333333336,0.7197185324930813,16.55352624734087,721
personal,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,0,0,2,10,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1.4667693852063217,0.4666666666666667,0.5908061951713781,16.542573464798586,722
mouth,0,1,1,0,0,2,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.9602259621074014,0.4,0.687473069244309,16.499353661863417,723
starts,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.7122812876724768,0.36666666666666664,0.7470969313979127,16.436132490754076,724
gee,0,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,1,0.8455600223594002,0.38333333333333336,0.7128281604872398,16.395047691206518,725
add,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,9,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,1.3582765750160342,0.45,0.6070387819731093,16.39004711327395,726
mexico,0,0,0,1,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,11,1.873016841994615,0.5166666666666667,0.5280399556618953,16.369238625518758,727
eighteen,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,5,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.9777178546952237,0.4,0.6817799431268037,16.36271863504329,728
agree,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,13,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1.8820442065690768,0.5166666666666667,0.5257652535400061,16.29872285974019,729
sides,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0.605763280945926,0.35,0.7746752518327973,16.268180288488743,730
fit,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,1,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0.7356921488320419,0.36666666666666664,0.7387846554356752,16.253262419584853,731
sister,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0.8653727846986957,0.38333333333333336,0.70609928582861,16.240283574058033,732.5
chance,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,4,1,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0.8653727846986957,0.38333333333333336,0.70609928582861,16.240283574058033,732.5
foot,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,1,15,0,0,0,2.029165869093452,0.5333333333333333,0.5046720724436246,16.149506318195986,734
radio,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1.1393079473391101,0.4166666666666667,0.6440193737538962,16.100484343847405,735
figured,0,1,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,2,0.7583806715217979,0.36666666666666664,0.7307288534518306,16.076034775940272,736
thinks,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,1,1,2,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0.6331251516304803,0.35,0.7644975028418822,16.054447559679524,737.5
you're,0,0,0,0,2,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,2,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0.6331251516304803,0.35,0.7644975028418822,16.054447559679524,737.5
sat,0,0,0,0,0,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1.2804483677989011,0.43333333333333335,0.6153072802209715,15.997989285745259,739
tv,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,0,2,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1.0284099954026447,0.4,0.665281056641839,15.966745359404138,740
information,0,2,0,0,0,0,0,1,0,0,0,1,0,7,0,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.168682681072817,0.4166666666666667,0.634841138725553,15.871028468138826,741.5
dog,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,1.168682681072817,0.4166666666666667,0.634841138725553,15.871028468138826,741.5
lived,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,2,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,2,0.6593525329532482,0.35,0.7547417479496252,15.849576706942127,743
lose,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0.5420196589926082,0.3333333333333333,0.7883051525966644,15.766103051933289,744
share,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,4,1,0,0,0,1,0,0,1,0,0,3,0,0,0,2,0,0,0,0,1,0,0.8018340558415716,0.36666666666666664,0.7153002658617691,15.73660584895892,745
relationship,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1.442984195973923,0.45,0.582532131030256,15.728367537816915,746
answer,0,0,0,1,0,0,0,0,1,1,0,1,1,2,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0.684575830567082,0.35,0.7453594803847959,15.652549088080715,747
damn,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,1,0,2,8,1.1973369697829594,0.4166666666666667,0.6258880091845045,15.647200229612611,748
chicago,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7122852869644132,0.48333333333333334,0.5387850548998943,15.624766592096933,749
piece,1,0,0,0,0,0,0,0,0,1,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,4,0,0,1,0,0,2,0,0,0,1,0.822700527647874,0.36666666666666664,0.7078914024786567,15.573610854530445,751
road,1,0,0,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0.822700527647874,0.36666666666666664,0.7078914024786567,15.573610854530445,751
become,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,2,4,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.822700527647874,0.36666666666666664,0.7078914024786567,15.573610854530445,751
absolutely,0,0,2,0,0,2,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0.5724365605193373,0.3333333333333333,0.776425322741137,15.528506454822738,753
broke,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,5,3,0,0,0,0,0.9583118396017571,0.38333333333333336,0.6745350223188278,15.514305513333039,754
sound,1,0,1,0,1,2,0,0,0,4,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975838043430184,0.38333333333333336,0.6685827160839124,15.377402469929985,755
reading,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1.2390765652143039,0.4166666666666667,0.612846331246936,15.3211582811734,756
glad,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0.7324211069911228,0.35,0.7275625534327321,15.278813622087373,757.5
calling,0,0,0,3,0,2,0,0,0,2,0,0,0,1,0,1,3,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7324211069911228,0.35,0.7275625534327321,15.278813622087373,757.5
american,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,2,1.1229501098234695,0.4,0.6345108702907148,15.228260886977157,759
college,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1.5118178528972936,0.45,0.5626179558442976,15.190684807796035,760
cards,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,2,2.0293746775597903,0.5166666666666667,0.48864113694792966,15.147875245385821,761
regular,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,2,0,1,0,0.882344078829981,0.36666666666666664,0.6867143234547632,15.10771511600479,762
uh-oh,0,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,1,2,0,0.7552079071691764,0.35,0.7190865857186794,15.10081830009227,763
unless,0,0,1,2,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.6288721857330793,0.3333333333333333,0.75438344497984,15.0876688995968,764
